Date,DIA,IWM,QQQ,RSP,SPY,XLE,XLF,XLK,XLU,XLV,XLY
2025-05-01,404.39508056640625,194.97630310058594,480.5824890136719,167.49447631835938,555.2843627929688,79.4698486328125,48.42409133911133,212.42446899414062,78.0589370727539,135.37171936035156,197.5806884765625
2025-05-02,409.9733581542969,199.36170959472656,487.7162170410156,170.4495086669922,563.527099609375,80.63042449951172,49.427337646484375,215.97402954101562,78.67054748535156,137.24417114257812,200.6487274169922
2025-05-05,409.19915771484375,197.83029174804688,484.82281494140625,169.88429260253906,560.295654296875,79.1747817993164,49.109474182128906,214.82740783691406,78.47325897216797,136.8577880859375,198.5170135498047
2025-05-06,405.208984375,195.67239379882812,480.3131408691406,168.6249237060547,555.6124877929688,79.19445037841797,48.83134841918945,213.0426483154297,79.43012237548828,133.08316040039062,196.78378295898438
2025-05-07,407.99810791015625,196.3187713623047,482.1988220214844,169.73553466796875,557.9490966796875,79.22396087646484,49.11941146850586,215.17637634277344,79.65701293945312,134.10360717773438,198.3177947998047
2025-05-08,410.8070983886719,200.0577850341797,487.1774597167969,171.16346740722656,561.8367919921875,80.26651000976562,49.526668548583984,217.23033142089844,79.01581573486328,132.89492797851562,200.65869140625
2025-05-09,409.3579406738281,199.68984985351562,486.8581848144531,171.1238250732422,561.1209716796875,81.07301330566406,49.526668548583984,216.96112060546875,79.15391540527344,131.44845581054688,201.62493896484375
2025-05-12,421.08026123046875,206.71047973632812,506.69287109375,175.8141632080078,579.66455078125,83.1876220703125,50.52991485595703,227.03146362304688,78.680419921875,134.6980438232422,211.6459197998047
2025-05-13,418.3804626464844,207.46624755859375,514.4152221679688,176.2108154296875,583.4925537109375,84.35802459716797,50.73851776123047,231.93701171875,78.5718994140625,130.64598083496094,214.44500732421875
2025-05-14,417.4275817871094,205.62655639648438,517.4982299804688,175.14979553222656,584.23828125,83.84658813476562,50.599449157714844,233.44259643554688,78.22664642333984,127.57477569580078,215.2718048095703
2025-05-15,420.3358459472656,206.9690399169922,518.06689453125,176.7462921142578,587.0919189453125,84.20066833496094,50.93717575073242,233.7616424560547,79.89376068115234,129.24908447265625,214.7936553955078
2025-05-16,423.7052001953125,208.679443359375,520.32177734375,178.48162841796875,590.8106079101562,84.07280731201172,51.2451057434082,234.20034790039062,81.06765747070312,131.8546600341797,216.82574462890625
2025-05-19,425.1852722167969,207.80435180664062,520.8206787109375,178.4617919921875,591.4568481445312,82.9810791015625,51.27490234375,233.86135864257812,81.41292572021484,133.12278747558594,216.31773376464844
2025-05-20,424.1224060058594,207.91372680664062,519.0846557617188,177.9957275390625,589.46826171875,82.21391296386719,50.99677658081055,232.9839324951172,81.64967346191406,133.44972229003906,215.19210815429688
2025-05-21,415.9572448730469,202.0764923095703,511.8710632324219,174.11849975585938,579.5352783203125,80.69927215576172,49.95379638671875,228.60682678222656,80.16011047363281,130.35867309570312,210.82908630371094
2025-05-22,416.02679443359375,202.06651306152344,512.8289184570312,173.5631866455078,579.7639770507812,80.38453674316406,49.894195556640625,228.66664123535156,79.01581573486328,129.3382568359375,211.7355499267578
2025-05-23,413.5533752441406,201.4300994873047,508.0797119140625,172.8690643310547,575.806640625,80.64025115966797,49.71540069580078,226.14407348632812,79.96281433105469,129.13018798828125,209.8329620361328
2025-05-27,421.02325439453125,206.5414276123047,520.0324096679688,176.09182739257812,587.7780151367188,81.33856201171875,50.58951950073242,231.51824951171875,80.56455993652344,130.9333038330078,216.02883911132812
2025-05-28,418.60943603515625,204.36363220214844,517.7276611328125,174.594482421875,584.37744140625,80.30585479736328,50.25178909301758,230.5610809326172,79.43999481201172,130.2595977783203,214.04656982421875
2025-05-29,419.6424865722656,204.97023010253906,518.745361328125,175.0208740234375,586.6842651367188,80.90581512451172,50.51005172729492,230.94993591308594,79.9924087524414,131.13145446777344,214.13621520996094
2025-05-30,420.0299072265625,203.9261016845703,517.92724609375,174.95144653320312,586.0280151367188,80.18782806396484,50.61931610107422,230.2320556640625,80.8111801147461,131.40884399414062,212.97076416015625
2025-06-02,420.8841552734375,204.56253051757812,522.0179443359375,175.09030151367188,589.3291015625,81.2402114868164,50.639183044433594,232.2660369873047,81.06765747070312,131.48809814453125,213.46881103515625
2025-06-03,423.1688232421875,207.864013671875,526.0985717773438,176.54795837402344,592.6898193359375,82.20408630371094,50.73851776123047,235.75576782226562,81.28468322753906,131.79522705078125,214.60440063476562
2025-06-04,422.10595703125,207.2772979736328,527.5652465820312,176.1513214111328,592.5307006835938,80.60091400146484,50.4504508972168,236.10475158691406,79.86417388916016,132.05279541015625,214.03659057617188
2025-06-05,421.14239501953125,207.36679077148438,523.5942993164062,175.6753387451172,589.6671142578125,80.52223205566406,50.3113899230957,235.4367218017578,79.73593139648438,131.87448120117188,208.63763427734375
2025-06-06,425.52301025390625,210.71800231933594,528.7125854492188,177.19253540039062,595.722412109375,82.0368881225586,50.93717575073242,237.66017150878906,80.091064453125,133.1326904296875,211.34706115722656
2025-06-09,425.5031433105469,212.16986083984375,529.4908447265625,177.22227478027344,596.2593383789062,82.19424438476562,50.65904998779297,238.8267364501953,79.5781021118164,132.9048309326172,213.0404815673828
2025-06-10,426.7447814941406,213.3134307861328,532.9928588867188,178.1048126220703,599.6399536132812,83.65971374511719,50.718650817871094,240.1627960205078,79.7655258178711,134.4206085205078,215.59054565429688
2025-06-11,426.73486328125,212.4383544921875,531.1968994140625,177.59909057617188,597.9297485351562,84.86947631835938,50.65904998779297,239.6343536376953,79.81485748291016,134.48997497558594,213.88719177246094
2025-06-12,427.618896484375,211.5930938720703,532.444091796875,178.01556396484375,600.3060913085938,85.1645278930664,50.65904998779297,241.85780334472656,80.78158569335938,135.54013061523438,212.881103515625
2025-06-13,419.99017333984375,207.72479248046875,525.7593994140625,175.86375427246094,593.5946044921875,86.64966583251953,49.625999450683594,238.46778869628906,80.31794738769531,134.866455078125,210.9187469482422
2025-06-16,423.43701171875,210.17384338378906,533.0726318359375,177.5594024658203,599.2421875,86.3939437866211,50.19219207763672,242.326416015625,79.92335510253906,134.45034790039062,213.1898956298828
2025-06-17,420.28814697265625,207.9601287841797,527.87451171875,175.8538360595703,594.12158203125,87.20045471191406,49.90412902832031,240.61148071289062,79.2624282836914,132.23114013671875,209.5142059326172
2025-06-18,420.0199279785156,209.0570068359375,527.78466796875,175.8736572265625,594.0321044921875,86.62999725341797,49.8842658996582,240.90061950683594,79.4695816040039,132.00328063964844,209.6138153076172
2025-06-20,420.1385192871094,208.61825561523438,525.629638671875,176.16122436523438,592.636962890625,87.51518249511719,50.0233268737793,239.83375549316406,79.68660736083984,131.3692169189453,209.86285400390625
2025-06-23,424.083251953125,211.1710205078125,531.034423828125,177.71646118164062,598.49072265625,85.30207061767578,50.65325164794922,242.56826782226562,80.69680786132812,131.558349609375,214.0225067138672
2025-06-24,429.1337585449219,213.86337280273438,539.1549682617188,179.3991241455078,605.1024169921875,84.1915512084961,51.410762786865234,246.92266845703125,81.04446411132812,133.1709747314453,215.21041870117188
2025-06-25,428.20733642578125,211.37045288085938,540.5333251953125,178.1047821044922,605.4414672851562,83.82467651367188,51.24131774902344,249.0299530029297,79.96175384521484,133.29042053222656,212.67489624023438
2025-06-26,432.2616882324219,214.80072021484375,545.5874633789062,179.44891357421875,610.1783447265625,85.0244369506836,51.62007141113281,250.7477569580078,80.62727355957031,133.60897827148438,214.63143920898438
2025-06-27,436.3160400390625,214.87051391601562,547.4553833007812,180.10606384277344,613.2098999023438,84.5782470703125,51.76957702636719,250.44813537597656,80.78620910644531,133.32028198242188,218.20513916015625
2025-06-30,438.95587158203125,215.1796417236328,551.001220703125,180.95237731933594,616.1417846679688,84.09239196777344,52.19816589355469,252.90496826171875,81.11400604248047,134.17637634277344,216.94735717773438
2025-07-01,443.1795654296875,217.3933563232422,546.3566284179688,183.07313537597656,615.9423828125,84.73689270019531,52.48721694946289,250.6478729248047,81.39212799072266,136.087646484375,217.87571716308594
2025-07-02,443.000244140625,220.40481567382812,550.1621704101562,183.49131774902344,618.734619140625,86.1944580078125,52.44734573364258,253.29446411132812,80.68687438964844,134.74378967285156,219.6226348876953
2025-07-03,446.36724853515625,222.4490203857422,555.575927734375,184.37745666503906,623.611083984375,86.29360961914062,53.01547622680664,256.63018798828125,81.29279327392578,134.88314819335938,220.82052612304688
2025-07-07,442.29296875,219.10848999023438,551.3908081054688,182.9038848876953,618.9639892578125,85.4607162475586,52.50715255737305,254.59280395507812,81.46166229248047,133.7483367919922,218.01547241210938
2025-07-08,440.6792297363281,220.62420654296875,551.700439453125,183.3618927001953,618.6249389648438,87.7610855102539,52.038692474365234,255.9610595703125,80.59747314453125,134.35556030273438,217.2767791748047
