Datetime,QQQ,SPY
2025-08-15 19:30:00+00:00,577.22998046875,643.4600219726562
2025-08-18 13:30:00+00:00,576.5999755859375,643.0
2025-08-18 14:30:00+00:00,575.849609375,642.72998046875
2025-08-18 15:30:00+00:00,576.4600219726562,643.1199951171875
2025-08-18 16:30:00+00:00,576.4450073242188,643.1690063476562
2025-08-18 17:30:00+00:00,576.409912109375,642.7600708007812
2025-08-18 18:30:00+00:00,576.97998046875,643.2550048828125
2025-08-18 19:30:00+00:00,577.0999755859375,643.280029296875
2025-08-19 13:30:00+00:00,573.094970703125,643.030029296875
2025-08-19 14:30:00+00:00,571.9650268554688,641.6099853515625
2025-08-19 15:30:00+00:00,570.8599853515625,640.3499755859375
2025-08-19 16:30:00+00:00,569.7012939453125,639.719970703125
2025-08-19 17:30:00+00:00,569.4100952148438,639.094970703125
2025-08-19 18:30:00+00:00,569.0499877929688,639.2050170898438
2025-08-19 19:30:00+00:00,569.280029296875,639.75
2025-08-20 13:30:00+00:00,560.281005859375,633.9199829101562
2025-08-20 14:30:00+00:00,563.4400024414062,636.375
2025-08-20 15:30:00+00:00,565.2000122070312,637.4207153320312
2025-08-20 16:30:00+00:00,563.9500122070312,636.5599975585938
2025-08-20 17:30:00+00:00,563.0900268554688,635.8300170898438
2025-08-20 18:30:00+00:00,565.75,638.3300170898438
2025-08-20 19:30:00+00:00,565.8599853515625,638.0399780273438
2025-08-21 13:30:00+00:00,566.4099731445312,637.8900146484375
2025-08-21 14:30:00+00:00,564.3300170898438,636.6900024414062
2025-08-21 15:30:00+00:00,562.4849853515625,635.25
2025-08-21 16:30:00+00:00,561.625,634.4349975585938
2025-08-21 17:30:00+00:00,562.885009765625,635.5
2025-08-21 18:30:00+00:00,563.7799072265625,635.9400024414062
2025-08-21 19:30:00+00:00,563.2999877929688,635.5900268554688
2025-08-22 13:30:00+00:00,571.6799926757812,644.1099853515625
2025-08-22 14:30:00+00:00,573.3200073242188,646.0
2025-08-22 15:30:00+00:00,571.2202758789062,644.780029296875
2025-08-22 16:30:00+00:00,573.2050170898438,646.1500244140625
2025-08-22 17:30:00+00:00,572.6599731445312,645.385009765625
2025-08-22 18:30:00+00:00,572.2000122070312,645.0800170898438
2025-08-22 19:30:00+00:00,571.97998046875,645.239990234375
2025-08-25 13:30:00+00:00,571.47998046875,644.1500244140625
2025-08-25 14:30:00+00:00,572.8599243164062,644.9099731445312
2025-08-25 15:30:00+00:00,572.8662719726562,644.9400024414062
2025-08-25 16:30:00+00:00,572.505126953125,644.6699829101562
2025-08-25 17:30:00+00:00,572.0599975585938,644.1699829101562
2025-08-25 18:30:00+00:00,571.760009765625,643.6900024414062
2025-08-25 19:30:00+00:00,570.3499755859375,642.489990234375
2025-08-26 13:30:00+00:00,571.5900268554688,643.0800170898438
2025-08-26 14:30:00+00:00,570.7402954101562,642.4400024414062
2025-08-26 15:30:00+00:00,571.5723266601562,643.3300170898438
2025-08-26 16:30:00+00:00,571.4342041015625,643.510009765625
2025-08-26 17:30:00+00:00,571.4600219726562,643.510009765625
2025-08-26 18:30:00+00:00,572.1500244140625,644.5599975585938
2025-08-26 19:30:00+00:00,572.6599731445312,645.1300048828125
2025-08-27 13:30:00+00:00,572.9700927734375,646.1171264648438
2025-08-27 14:30:00+00:00,572.8098754882812,646.2999877929688
2025-08-27 15:30:00+00:00,572.25,645.9600219726562
2025-08-27 16:30:00+00:00,573.080078125,646.4450073242188
2025-08-27 17:30:00+00:00,574.2150268554688,647.260009765625
2025-08-27 18:30:00+00:00,572.989990234375,646.655029296875
2025-08-27 19:30:00+00:00,573.5399780273438,646.5999755859375
2025-08-28 13:30:00+00:00,573.8118286132812,645.9550170898438
2025-08-28 14:30:00+00:00,574.8599243164062,646.25
2025-08-28 15:30:00+00:00,576.8209838867188,648.1500244140625
2025-08-28 16:30:00+00:00,576.969970703125,648.125
2025-08-28 17:30:00+00:00,577.3350219726562,648.64501953125
2025-08-28 18:30:00+00:00,577.3784790039062,648.9600219726562
2025-08-28 19:30:00+00:00,577.0700073242188,648.8599853515625
2025-08-29 13:30:00+00:00,570.947998046875,644.6688232421875
2025-08-29 14:30:00+00:00,570.5401000976562,644.4099731445312
2025-08-29 15:30:00+00:00,569.8599853515625,644.1699829101562
2025-08-29 16:30:00+00:00,569.219970703125,644.0
2025-08-29 17:30:00+00:00,569.5401000976562,644.2650146484375
2025-08-29 18:30:00+00:00,570.0999755859375,644.5800170898438
2025-08-29 19:30:00+00:00,570.3099975585938,644.989990234375
2025-09-02 13:30:00+00:00,565.239990234375,639.469970703125
2025-09-02 14:30:00+00:00,561.5700073242188,636.5599975585938
2025-09-02 15:30:00+00:00,560.5499877929688,635.6099853515625
2025-09-02 16:30:00+00:00,562.8099975585938,637.6400146484375
2025-09-02 17:30:00+00:00,562.8900146484375,637.7265014648438
2025-09-02 18:30:00+00:00,564.5900268554688,639.1400146484375
2025-09-02 19:30:00+00:00,565.6400146484375,640.3300170898438
2025-09-03 13:30:00+00:00,569.510009765625,642.3612060546875
2025-09-03 14:30:00+00:00,569.280029296875,642.4299926757812
2025-09-03 15:30:00+00:00,569.5,642.4299926757812
2025-09-03 16:30:00+00:00,569.364990234375,642.27001953125
2025-09-03 17:30:00+00:00,567.47998046875,641.1300048828125
2025-09-03 18:30:00+00:00,567.5900268554688,641.02001953125
2025-09-03 19:30:00+00:00,569.989990234375,643.6400146484375
2025-09-04 13:30:00+00:00,570.77001953125,644.8800048828125
2025-09-04 14:30:00+00:00,572.2999877929688,646.2108154296875
2025-09-04 15:30:00+00:00,571.6928100585938,645.9500122070312
2025-09-04 16:30:00+00:00,573.030029296875,646.8593139648438
2025-09-04 17:30:00+00:00,573.5599975585938,647.22998046875
2025-09-04 18:30:00+00:00,574.3300170898438,647.9149780273438
2025-09-04 19:30:00+00:00,575.260009765625,648.989990234375
2025-09-05 13:30:00+00:00,575.1290283203125,646.5599975585938
2025-09-05 14:30:00+00:00,574.6199951171875,646.2050170898438
2025-09-05 15:30:00+00:00,574.3200073242188,645.7249755859375
2025-09-05 16:30:00+00:00,574.6500244140625,645.8499755859375
2025-09-05 17:30:00+00:00,574.869873046875,645.7098999023438
2025-09-05 18:30:00+00:00,575.844970703125,647.1099853515625
2025-09-05 19:30:00+00:00,576.030029296875,647.219970703125
2025-09-08 13:30:00+00:00,580.25,648.77001953125
2025-09-08 14:30:00+00:00,580.5650024414062,649.7999877929688
2025-09-08 15:30:00+00:00,579.489990234375,648.6300048828125
2025-09-08 16:30:00+00:00,578.8524169921875,648.47998046875
2025-09-08 17:30:00+00:00,579.0449829101562,648.39501953125
2025-09-08 18:30:00+00:00,578.010009765625,647.5800170898438
2025-09-08 19:30:00+00:00,578.8200073242188,648.7999877929688
2025-09-09 13:30:00+00:00,579.10498046875,648.7550048828125
2025-09-09 14:30:00+00:00,578.4400024414062,648.77001953125
2025-09-09 15:30:00+00:00,579.25,648.8599853515625
2025-09-09 16:30:00+00:00,579.8200073242188,649.5650024414062
2025-09-09 17:30:00+00:00,579.6199951171875,649.8300170898438
2025-09-09 18:30:00+00:00,580.1799926757812,650.0650024414062
2025-09-09 19:30:00+00:00,580.469970703125,650.3200073242188
2025-09-10 13:30:00+00:00,582.8499755859375,653.9400024414062
2025-09-10 14:30:00+00:00,582.3300170898438,652.8200073242188
2025-09-10 15:30:00+00:00,581.72998046875,652.635009765625
2025-09-10 16:30:00+00:00,580.9500732421875,652.2899780273438
2025-09-10 17:30:00+00:00,580.3099975585938,651.6900024414062
2025-09-10 18:30:00+00:00,579.1199951171875,650.8400268554688
2025-09-10 19:30:00+00:00,580.7000122070312,652.2249755859375
2025-09-11 13:30:00+00:00,582.9500122070312,655.9600219726562
2025-09-11 14:30:00+00:00,584.6799926757812,657.4199829101562
2025-09-11 15:30:00+00:00,584.3599853515625,657.3499755859375
2025-09-11 16:30:00+00:00,584.155029296875,657.1199951171875
2025-09-11 17:30:00+00:00,584.2899780273438,657.3300170898438
2025-09-11 18:30:00+00:00,584.5900268554688,657.760009765625
2025-09-11 19:30:00+00:00,584.0999755859375,657.5900268554688
2025-09-12 13:30:00+00:00,585.75,657.969970703125
2025-09-12 14:30:00+00:00,586.135009765625,657.6400146484375
2025-09-12 15:30:00+00:00,586.5800170898438,658.0499877929688
2025-09-12 16:30:00+00:00,586.4550170898438,658.0999755859375
2025-09-12 17:30:00+00:00,586.9849853515625,658.5050048828125
2025-09-12 18:30:00+00:00,587.02001953125,658.1699829101562
2025-09-12 19:30:00+00:00,586.6599731445312,657.4000244140625
2025-09-15 13:30:00+00:00,590.2907104492188,660.6799926757812
2025-09-15 14:30:00+00:00,590.2780151367188,660.3594970703125
2025-09-15 15:30:00+00:00,590.6699829101562,660.6019897460938
2025-09-15 16:30:00+00:00,590.2999267578125,659.75
2025-09-15 17:30:00+00:00,590.5200805664062,659.9000244140625
2025-09-15 18:30:00+00:00,590.7650146484375,660.0700073242188
2025-09-15 19:30:00+00:00,591.6900024414062,660.8499755859375
2025-09-16 13:30:00+00:00,591.405029296875,659.9450073242188
2025-09-16 14:30:00+00:00,590.9249877929688,659.6300048828125
2025-09-16 15:30:00+00:00,591.1500244140625,659.905029296875
2025-09-16 16:30:00+00:00,591.2999877929688,660.260009765625
2025-09-16 17:30:00+00:00,591.2849731445312,660.1900024414062
2025-09-16 18:30:00+00:00,591.4799194335938,660.14501953125
2025-09-16 19:30:00+00:00,591.1699829101562,659.9299926757812
2025-09-17 13:30:00+00:00,589.0806884765625,659.1599731445312
2025-09-17 14:30:00+00:00,588.4387817382812,658.9400024414062
2025-09-17 15:30:00+00:00,588.61572265625,658.9299926757812
2025-09-17 16:30:00+00:00,588.3499755859375,658.64501953125
2025-09-17 17:30:00+00:00,589.1599731445312,660.3499755859375
2025-09-17 18:30:00+00:00,591.239990234375,660.1849975585938
2025-09-17 19:30:00+00:00,589.9299926757812,659.1799926757812
2025-09-18 13:30:00+00:00,597.4500122070312,664.4000244140625
2025-09-18 14:30:00+00:00,597.3400268554688,663.3250122070312
2025-09-18 15:30:00+00:00,597.0692749023438,663.4600219726562
2025-09-18 16:30:00+00:00,596.8699951171875,663.3200073242188
2025-09-18 17:30:00+00:00,596.2850952148438,662.7750244140625
2025-09-18 18:30:00+00:00,595.885009765625,662.7100219726562
2025-09-18 19:30:00+00:00,595.3699951171875,662.2899780273438
2025-09-19 13:30:00+00:00,597.6298828125,661.9199829101562
2025-09-19 14:30:00+00:00,596.3200073242188,660.760009765625
2025-09-19 15:30:00+00:00,598.4299926757812,662.489990234375
2025-09-19 16:30:00+00:00,598.125,662.47998046875
2025-09-19 17:30:00+00:00,598.22998046875,662.530029296875
2025-09-19 18:30:00+00:00,599.02001953125,663.7999877929688
2025-09-19 19:30:00+00:00,599.4600219726562,663.6199951171875
2025-09-22 13:30:00+00:00,599.9301147460938,664.0800170898438
2025-09-22 14:30:00+00:00,600.3200073242188,664.9400024414062
2025-09-22 15:30:00+00:00,601.5650024414062,665.844970703125
2025-09-22 16:30:00+00:00,601.9349975585938,666.510009765625
2025-09-22 17:30:00+00:00,602.4199829101562,666.5650024414062
2025-09-22 18:30:00+00:00,602.635009765625,667.1420288085938
2025-09-22 19:30:00+00:00,602.239990234375,666.780029296875
2025-09-23 13:30:00+00:00,601.1900024414062,666.6199951171875
2025-09-23 14:30:00+00:00,601.2999267578125,666.1500244140625
2025-09-23 15:30:00+00:00,600.6500854492188,665.239990234375
2025-09-23 16:30:00+00:00,599.135009765625,663.7080078125
2025-09-23 17:30:00+00:00,597.75,662.6749877929688
2025-09-23 18:30:00+00:00,597.510986328125,662.369873046875
2025-09-23 19:30:00+00:00,598.1599731445312,663.25
2025-09-24 13:30:00+00:00,597.9299926757812,663.2100219726562
2025-09-24 14:30:00+00:00,597.35498046875,662.6599731445312
2025-09-24 15:30:00+00:00,595.0499877929688,660.9099731445312
2025-09-24 16:30:00+00:00,595.860107421875,661.3699951171875
2025-09-24 17:30:00+00:00,595.1099853515625,660.385009765625
2025-09-24 18:30:00+00:00,595.6599731445312,660.7949829101562
2025-09-24 19:30:00+00:00,596.0599975585938,661.030029296875
2025-09-25 13:30:00+00:00,593.239990234375,658.47998046875
2025-09-25 14:30:00+00:00,592.75,657.4600219726562
2025-09-25 15:30:00+00:00,593.5700073242188,658.010009765625
2025-09-25 16:30:00+00:00,592.6799926757812,657.2949829101562
2025-09-25 17:30:00+00:00,592.3499755859375,656.989990234375
2025-09-25 18:30:00+00:00,592.9600219726562,657.4500122070312
2025-09-25 19:30:00+00:00,593.5499877929688,657.9500122070312
2025-09-26 13:30:00+00:00,592.2100219726562,658.781005859375
2025-09-26 14:30:00+00:00,593.9199829101562,659.8900146484375
