Date,DIA,GLD,IEF,IWM,KRE,QQQ,SHY,SLV,SPY,TLT,UUP,VIXY,XHB,XLB,XLE,XLF,XLI,XLK,XLU,XLV,XLY
2024-09-25,412.64849853515625,245.72999572753906,94.42323303222656,215.35162353515625,53.79803466796875,483.2121276855469,80.02482604980469,29.059999465942383,563.1929321289062,93.71673583984375,26.99188232421875,47.7599983215332,120.39496612548828,93.25770568847656,84.35406494140625,44.14130401611328,131.94268798828125,222.8345947265625,77.89198303222656,149.9122772216797,197.99424743652344
2024-09-26,415.10992431640625,246.97999572753906,94.35582733154297,216.49916076660156,54.39210891723633,486.8425598144531,79.94789123535156,29.260000228881836,565.4258422851562,93.93708038330078,26.867496490478516,47.79999923706055,121.47640228271484,95.18914031982422,82.69910430908203,44.36797332763672,132.60255432128906,225.78585815429688,77.35768127441406,150.41334533691406,198.83700561523438
2024-09-27,416.41937255859375,245.02000427246094,94.7313232421875,217.96327209472656,54.46028518676758,484.13714599609375,80.0728988647461,28.860000610351562,564.6057739257812,94.42562866210938,26.857927322387695,50.040000915527344,123.2919921875,95.02247619628906,84.38310241699219,44.49609375,132.7896728515625,223.67922973632812,78.12513732910156,150.3347625732422,199.13446044921875
2024-09-30,416.5867614746094,243.05999755859375,94.47137451171875,218.51724243164062,55.122535705566406,485.4500732421875,79.95751953125,28.40999984741211,566.8682861328125,93.97539520263672,26.963178634643555,49.0,123.57970428466797,94.49302673339844,84.97345733642578,44.66362762451172,133.39044189453125,224.3350372314453,78.47486114501953,151.31719970703125,198.66847229003906
2024-10-01,414.9917907714844,245.61000061035156,94.81513977050781,215.54946899414062,53.2818717956543,478.6865539550781,80.00865173339844,28.579999923706055,561.7900390625,94.65390014648438,27.07799530029297,52.84000015258789,123.3316650390625,94.25773620605469,86.90906524658203,44.42710494995117,133.45936584472656,218.86976623535156,79.1063232421875,150.5214080810547,197.86534118652344
2024-10-02,415.3955078125,245.66000366210938,94.54476928710938,215.25270080566406,53.165000915527344,479.3629150390625,79.98934173583984,29.0,562.0271606445312,93.8562240600586,27.192813873291016,52.0,122.39908599853516,93.89498138427734,87.79945373535156,44.476383209228516,133.21315002441406,220.48948669433594,79.14517211914062,150.21685791015625,196.18966674804688
2024-10-03,413.4952697753906,245.49000549316406,94.06195068359375,213.8083953857422,53.29160690307617,479.00482177734375,79.88323211669922,29.229999542236328,560.9996337890625,92.97205352783203,27.278928756713867,54.279998779296875,121.99230194091797,92.8557357788086,89.34793853759766,44.23985290527344,132.5336151123047,221.40367126464844,79.11603546142578,148.86106872558594,193.9191436767578
2024-10-04,416.8722839355469,245.0,93.15425109863281,216.79592895507812,54.38237380981445,484.7040710449219,79.61307525634766,29.360000610351562,566.09765625,91.82839965820312,27.43202018737793,52.36000061035156,120.38504791259766,93.30673217773438,90.18025970458984,44.98884963989258,133.45936584472656,223.86801147460938,78.98973846435547,148.9789581298828,196.4871368408203
2024-10-07,413.1309509277344,244.1699981689453,92.8162841796875,215.0944061279297,54.13890075683594,479.5121154785156,79.50696563720703,28.93000030517578,560.9798583984375,91.1364517211914,27.451156616210938,56.91999816894531,120.37512969970703,93.0322036743164,90.4996337890625,44.43695831298828,133.13436889648438,222.3278045654297,77.17310333251953,148.32070922851562,193.43328857421875
2024-10-08,414.30255126953125,242.3699951171875,92.8935317993164,215.24281311035156,53.97333526611328,486.6734313964844,79.57450103759766,28.010000228881836,566.285400390625,91.29020690917969,27.451156616210938,54.63999938964844,121.08946990966797,92.60082244873047,88.13817596435547,44.69319534301758,133.42982482910156,226.48141479492188,77.21196746826172,149.12632751464844,195.31716918945312
2024-10-09,418.48699951171875,241.0500030517578,92.54590606689453,215.71766662597656,54.67454147338867,490.5027770996094,79.49730682373047,27.860000610351562,570.2077026367188,90.77124786376953,27.575542449951172,53.279998779296875,121.32758331298828,93.18907928466797,88.67047882080078,45.10710906982422,134.62152099609375,229.01531982421875,76.5513687133789,150.6491241455078,196.71519470214844
2024-10-10,418.10302734375,242.82000732421875,92.53624725341797,214.52064514160156,54.625850677490234,489.9457702636719,79.56484985351562,28.3799991607666,569.2098388671875,90.41566467285156,27.56597328186035,54.0,119.38300323486328,93.40476989746094,89.27051544189453,44.969139099121094,133.93212890625,228.95570373535156,76.3182144165039,150.089111328125,195.74351501464844
2024-10-11,422.11016845703125,245.47000122070312,92.56522369384766,218.88327026367188,56.515201568603516,490.71160888671875,79.63239288330078,28.799999237060547,572.618408203125,90.05046081542969,27.58510971069336,53.439998626708984,120.34536743164062,94.01264190673828,89.8221664428711,45.836387634277344,136.32533264160156,229.35317993164062,76.98853302001953,151.18946838378906,194.91062927246094
2024-10-14,424.23681640625,245.07000732421875,92.40106201171875,220.49575805664062,56.963199615478516,494.8294372558594,79.59378814697266,28.540000915527344,577.3014526367188,90.11773681640625,27.67122459411621,51.560001373291016,122.69670867919922,94.55187225341797,89.78345489501953,46.122196197509766,137.14279174804688,232.3441925048828,77.9599838256836,152.02456665039062,195.7633514404297
2024-10-15,420.9385070800781,245.9199981689453,92.87421417236328,220.67384338378906,57.58649444580078,488.21514892578125,79.63239288330078,28.709999084472656,572.8159790039062,91.21334075927734,27.69036102294922,53.15999984741211,122.82569122314453,94.45381927490234,86.88971710205078,46.22074508666992,136.08897399902344,227.2366180419922,78.30972290039062,150.16773986816406,196.18966674804688
